50   5.32055   48.0644   
70   -75.8767   62.452   
90   -140.751   113.358   
90   -169.107   147.94   
#

90   -213.786   146.004   
110   -221.948   127.745   
130   -213.786   146.004   
130   -242.142   180.586   
#

130   -286.822   178.651   
110   -294.984   160.392   
90   -286.822   178.651   
90   -315.178   213.233   
#

90   -359.858   211.297   
70   -441.055   225.685   
50   -505.929   276.59   
50   -534.285   311.173   
#

50   -578.964   309.237   
70   -660.162   323.625   
90   -725.036   374.53   
90   -753.392   409.112   
#

